artifact,evidence_status,experiment,book,model,env_tag,host,backend,ctx,parallel,kv,arm,n,correct,accuracy_pct,validation,dirty,commit,elapsed_s,finished,endpoint,note
joint_scene__mushoku16__qwen__qwen3-14b__local-llamacpp.json,historical_only,joint_scene,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,independent,139,72,51.8,ok,False,af1f99e0,213.6,07-28 11:23,http://127.0.0.1:8090/v1,
joint_scene__mushoku16__qwen__qwen3-14b__local-llamacpp.json,historical_only,joint_scene,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,joint-chrono,139,66,47.5,ok,False,af1f99e0,213.6,07-28 11:23,http://127.0.0.1:8090/v1,
joint_scene__mushoku16__qwen__qwen3-14b__local-llamacpp.json,historical_only,joint_scene,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,joint-shuffled,139,68,48.9,ok,False,af1f99e0,213.6,07-28 11:23,http://127.0.0.1:8090/v1,
joint_scene__owarimonogatari3__llama-3.3-70b__thunder-a6000-70b.json,exploratory,joint_scene,owarimonogatari3,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,independent,162,96,59.3,ok,False,,1996.3,07-30 16:12,http://127.0.0.1:8090/v1,
joint_scene__owarimonogatari3__llama-3.3-70b__thunder-a6000-70b.json,exploratory,joint_scene,owarimonogatari3,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,joint-chrono,162,113,69.8,ok,False,,1996.3,07-30 16:12,http://127.0.0.1:8090/v1,
joint_scene__owarimonogatari3__llama-3.3-70b__thunder-a6000-70b.json,exploratory,joint_scene,owarimonogatari3,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,joint-shuffled,162,71,43.8,ok,False,,1996.3,07-30 16:12,http://127.0.0.1:8090/v1,
joint_scene__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,joint_scene,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,independent,162,79,48.8,ok,False,04a69e4c,538.3,07-29 04:37,http://127.0.0.1:8090/v1,
joint_scene__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,joint_scene,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,joint-chrono,162,74,45.7,ok,False,04a69e4c,538.3,07-29 04:37,http://127.0.0.1:8090/v1,
joint_scene__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,joint_scene,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,joint-shuffled,162,74,45.7,ok,False,04a69e4c,538.3,07-29 04:37,http://127.0.0.1:8090/v1,
kokoro_generate.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
kokoro_score.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
lexicon_attributed.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
lexicon_corpus_candidates.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
library_voice_fidelity.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
library_voice_fidelity_n10.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
library_voice_fidelity_postfix.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
listener_impact.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
ljspeech_generate.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
ljspeech_score.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
lora_serving_eval__cloud-alldata.json,exploratory,lora_serving_eval,grimgar03,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,base,385,248,64.4,ok,False,,6206.6,08-03 06:14,http://127.0.0.1:8090/v1,
lora_serving_eval__cloud-alldata.json,exploratory,lora_serving_eval,grimgar03,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,lora,385,292,75.8,ok,False,,6206.6,08-03 06:14,http://127.0.0.1:8090/v1,
lora_serving_eval__cloud-alldata.json,exploratory,lora_serving_eval,index18,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,base,92,65,70.7,ok,False,,6206.6,08-03 06:14,http://127.0.0.1:8090/v1,
lora_serving_eval__cloud-alldata.json,exploratory,lora_serving_eval,index18,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,lora,92,62,67.4,ok,False,,6206.6,08-03 06:14,http://127.0.0.1:8090/v1,
lora_serving_eval__cloud-alldata.json,exploratory,lora_serving_eval,mushoku16,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,base,133,66,49.6,ok,False,,6206.6,08-03 06:14,http://127.0.0.1:8090/v1,
lora_serving_eval__cloud-alldata.json,exploratory,lora_serving_eval,mushoku16,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,lora,133,86,64.7,ok,False,,6206.6,08-03 06:14,http://127.0.0.1:8090/v1,
lora_serving_eval__cloud-alldata.json,exploratory,lora_serving_eval,owarimonogatari3,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,base,162,74,45.7,ok,False,,6206.6,08-03 06:14,http://127.0.0.1:8090/v1,
lora_serving_eval__cloud-alldata.json,exploratory,lora_serving_eval,owarimonogatari3,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,lora,162,89,54.9,ok,False,,6206.6,08-03 06:14,http://127.0.0.1:8090/v1,
lora_serving_eval__cloud-curve-25.json,exploratory,lora_serving_eval,grimgar03,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,base,385,248,64.4,ok,False,,2253.6,08-02 23:55,http://127.0.0.1:8090/v1,
lora_serving_eval__cloud-curve-25.json,exploratory,lora_serving_eval,grimgar03,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,lora,385,262,68.1,ok,False,,2253.6,08-02 23:55,http://127.0.0.1:8090/v1,
lora_serving_eval__cloud-curve-50.json,exploratory,lora_serving_eval,grimgar03,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,base,385,248,64.4,ok,False,,1984.6,08-03 00:29,http://127.0.0.1:8090/v1,
lora_serving_eval__cloud-curve-50.json,exploratory,lora_serving_eval,grimgar03,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,lora,385,280,72.7,ok,False,,1984.6,08-03 00:29,http://127.0.0.1:8090/v1,
lora_serving_eval__cloud-curve-75.json,exploratory,lora_serving_eval,grimgar03,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,base,385,248,64.4,ok,False,,1929.7,08-03 08:17,http://127.0.0.1:8090/v1,
lora_serving_eval__cloud-curve-75.json,exploratory,lora_serving_eval,grimgar03,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,lora,385,295,76.6,ok,False,,1929.7,08-03 08:17,http://127.0.0.1:8090/v1,
lora_serving_eval__local-rocm-lora-b2.json,historical_only,lora_serving_eval,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,f16?,base,92,68,73.9,ok,False,c9184901,19529.9,08-03 02:49,http://127.0.0.1:8090/v1,
lora_serving_eval__local-rocm-lora-b2.json,historical_only,lora_serving_eval,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,f16?,lora,92,75,81.5,ok,False,c9184901,19529.9,08-03 02:49,http://127.0.0.1:8090/v1,
lora_serving_eval__local-rocm-lora-b2.json,historical_only,lora_serving_eval,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,f16?,base,133,69,51.9,ok,False,c9184901,19529.9,08-03 02:49,http://127.0.0.1:8090/v1,
lora_serving_eval__local-rocm-lora-b2.json,historical_only,lora_serving_eval,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,f16?,lora,133,81,60.9,ok,False,c9184901,19529.9,08-03 02:49,http://127.0.0.1:8090/v1,
lora_serving_eval__local-rocm-lora.json,historical_only,lora_serving_eval,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,f16?,base,385,307,79.7,ok,True,05f0d306,28194.5,08-02 21:23,http://127.0.0.1:8090/v1,
lora_serving_eval__local-rocm-lora.json,historical_only,lora_serving_eval,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,f16?,lora,385,323,83.9,ok,True,05f0d306,28194.5,08-02 21:23,http://127.0.0.1:8090/v1,
lora_serving_eval__local-rocm-lora.json,historical_only,lora_serving_eval,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,f16?,base,162,87,53.7,ok,True,05f0d306,28194.5,08-02 21:23,http://127.0.0.1:8090/v1,
lora_serving_eval__local-rocm-lora.json,historical_only,lora_serving_eval,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,f16?,lora,162,94,58.0,ok,True,05f0d306,28194.5,08-02 21:23,http://127.0.0.1:8090/v1,
lora_serving_eval__mixed-shippable.json,exploratory,lora_serving_eval,grimgar03,qwen/qwen3-14b,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,base,385,248,64.4,ok,False,,3920.5,08-05 12:41,http://127.0.0.1:8090/v1,
lora_serving_eval__mixed-shippable.json,exploratory,lora_serving_eval,grimgar03,qwen/qwen3-14b,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,lora,385,309,80.3,ok,False,,3920.5,08-05 12:41,http://127.0.0.1:8090/v1,
lora_serving_eval__mixed-shippable.json,exploratory,lora_serving_eval,owarimonogatari3,qwen/qwen3-14b,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,base,162,74,45.7,ok,False,,3920.5,08-05 12:41,http://127.0.0.1:8090/v1,
lora_serving_eval__mixed-shippable.json,exploratory,lora_serving_eval,owarimonogatari3,qwen/qwen3-14b,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,lora,162,93,57.4,ok,False,,3920.5,08-05 12:41,http://127.0.0.1:8090/v1,
medoid_counterexample.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
medoid_library_retrain.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
name_consistency.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
narrator_prior__grimgar03__qwen__qwen3-14b__local-llamacpp.json,historical_only,narrator_prior,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,baseline,400,229,57.2,ok,False,25429468,2180.7,07-28 17:59,http://127.0.0.1:8090/v1,
narrator_prior__grimgar03__qwen__qwen3-14b__local-llamacpp.json,historical_only,narrator_prior,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,narrator,400,241,60.2,ok,False,25429468,2180.7,07-28 17:59,http://127.0.0.1:8090/v1,
narrator_prior__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,narrator_prior,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,baseline,99,64,64.6,ok,False,04a69e4c,1021.5,07-29 06:24,http://127.0.0.1:8090/v1,
narrator_prior__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,narrator_prior,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,narrator,99,65,65.7,ok,False,04a69e4c,1021.5,07-29 06:24,http://127.0.0.1:8090/v1,
narrator_prior__mushoku16__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,narrator_prior,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,baseline,139,72,51.8,ok,False,2ca9413c,842.4,07-28 17:22,http://127.0.0.1:8090/v1,
narrator_prior__mushoku16__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,narrator_prior,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,narrator,139,78,56.1,ok,False,2ca9413c,842.4,07-28 17:22,http://127.0.0.1:8090/v1,
narrator_prior__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,narrator_prior,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,baseline,162,62,38.3,ok,False,04a69e4c,1783.8,07-29 04:24,http://127.0.0.1:8090/v1,
narrator_prior__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,narrator_prior,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,narrator,162,63,38.9,ok,False,04a69e4c,1783.8,07-29 04:24,http://127.0.0.1:8090/v1,
nonprose_category_expansion.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
nonprose_category_expansion_pilot.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
nonprose_gate.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
nonprose_mechanism.json,exploratory,,,,,,,,,,,,,,,,,,,,SKIPPED: 'rows' is not a list of scored arms
nonprose_replication.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
nonprose_replication_pilot.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
nonprose_split.json,exploratory,,,,,,,,,,,,,,,,,,,,SKIPPED: 'rows' is not a list of scored arms
nonprose_split_v2.json,exploratory,,,,,,,,,,,,,,,,,,,,SKIPPED: 'rows' is not a list of scored arms
offbyone_turns.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
pdnc_eval.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
pdnc_eval_full.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
pdnc_eval_full_summary.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
pdnc_eval_mixed.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
pdnc_generalisation.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
pdnc_narrator_prior__local-llamacpp-generic.json,provisional,pdnc_narrator_prior,TheGambler,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,32768,1,f16?,generic,120,62,51.7,ok,True,06aa7847,140.0,08-15 21:05,http://127.0.0.1:8090/v1,
pdnc_narrator_prior__local-llamacpp-generic.json,provisional,pdnc_narrator_prior,TheSunAlsoRises,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,32768,1,f16?,generic,120,64,53.3,ok,True,06aa7847,140.0,08-15 21:05,http://127.0.0.1:8090/v1,
pdnc_narrator_prior__local-llamacpp.json,provisional,pdnc_narrator_prior,TheGambler,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,32768,1,f16?,baseline,120,62,51.7,ok,True,06aa7847,294.0,08-15 21:00,http://127.0.0.1:8090/v1,
pdnc_narrator_prior__local-llamacpp.json,provisional,pdnc_narrator_prior,TheGambler,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,32768,1,f16?,narrator,120,93,77.5,ok,True,06aa7847,294.0,08-15 21:00,http://127.0.0.1:8090/v1,
pdnc_narrator_prior__local-llamacpp.json,provisional,pdnc_narrator_prior,TheSunAlsoRises,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,32768,1,f16?,baseline,120,65,54.2,ok,True,06aa7847,294.0,08-15 21:00,http://127.0.0.1:8090/v1,
pdnc_narrator_prior__local-llamacpp.json,provisional,pdnc_narrator_prior,TheSunAlsoRises,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,32768,1,f16?,narrator,120,91,75.8,ok,True,06aa7847,294.0,08-15 21:00,http://127.0.0.1:8090/v1,
pitch_profile_matrix.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
pitch_profile_matrix_pilot.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
pitch_quality_SSB0748.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
pitch_quality_probe.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
pitch_separation.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
pitch_stability.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
proper_noun_pronunciation.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
prose_vs_nonprose.json,exploratory,,,,,,,,,,,,,,,,,,,,SKIPPED: 'rows' is not a list of scored arms
prose_vs_nonprose_v2.json,exploratory,,,,,,,,,,,,,,,,,,,,SKIPPED: 'rows' is not a list of scored arms
prose_vs_nonprose_v3.json,exploratory,,,,,,,,,,,,,,,,,,,,SKIPPED: 'rows' is not a list of scored arms
realizable_router.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
reasoning_arms__grimgar03__google__gemma-3-27b__thunder-a6000.json,historical_only,reasoning_arms,grimgar03,google/gemma-3-27b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,baseline,400,286,71.5,ok,False,13e9a77a,9454.9,07-27 19:33,https://lho3lk5l-1234.thundercompute.net/v1,
reasoning_arms__grimgar03__google__gemma-3-27b__thunder-a6000.json,historical_only,reasoning_arms,grimgar03,google/gemma-3-27b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,because,400,289,72.2,ok,False,13e9a77a,9454.9,07-27 19:33,https://lho3lk5l-1234.thundercompute.net/v1,
reasoning_arms__grimgar03__google__gemma-3-27b__thunder-a6000.json,historical_only,reasoning_arms,grimgar03,google/gemma-3-27b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,scaffold,400,273,68.2,ok,False,13e9a77a,9454.9,07-27 19:33,https://lho3lk5l-1234.thundercompute.net/v1,
reasoning_arms__grimgar03__google__gemma-3-27b__thunder-a6000.json,historical_only,reasoning_arms,grimgar03,google/gemma-3-27b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,scaffold_thinking,400,273,68.2,ok,False,13e9a77a,9454.9,07-27 19:33,https://lho3lk5l-1234.thundercompute.net/v1,
reasoning_arms__grimgar03__google__gemma-3-27b__thunder-a6000.json,historical_only,reasoning_arms,grimgar03,google/gemma-3-27b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,thinking,400,285,71.2,ok,False,13e9a77a,9454.9,07-27 19:33,https://lho3lk5l-1234.thundercompute.net/v1,
reasoning_arms__grimgar03__mistralai__magistral-small__thunder-a6000-loopback.json,exploratory,reasoning_arms,grimgar03,mistralai/magistral-small,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,baseline,400,256,64.0,ok,False,,8256.2,07-28 08:04,http://127.0.0.1:1234/v1,
reasoning_arms__grimgar03__mistralai__magistral-small__thunder-a6000-loopback.json,exploratory,reasoning_arms,grimgar03,mistralai/magistral-small,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,because,400,247,61.8,ok,False,,8256.2,07-28 08:04,http://127.0.0.1:1234/v1,
reasoning_arms__grimgar03__mistralai__magistral-small__thunder-a6000-loopback.json,exploratory,reasoning_arms,grimgar03,mistralai/magistral-small,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,scaffold,400,208,52.0,ok,False,,8256.2,07-28 08:04,http://127.0.0.1:1234/v1,
reasoning_arms__grimgar03__mistralai__magistral-small__thunder-a6000-loopback.json,exploratory,reasoning_arms,grimgar03,mistralai/magistral-small,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,scaffold_thinking,400,208,52.0,ok,False,,8256.2,07-28 08:04,http://127.0.0.1:1234/v1,
reasoning_arms__grimgar03__mistralai__magistral-small__thunder-a6000-loopback.json,exploratory,reasoning_arms,grimgar03,mistralai/magistral-small,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,thinking,400,252,63.0,ok,False,,8256.2,07-28 08:04,http://127.0.0.1:1234/v1,
reasoning_arms__grimgar03__qwen__qwen3-14b.json,historical_only,reasoning_arms,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,baseline,400,226,56.5,ok,True,33ceeccd,8588.7,07-27 16:29,http://localhost:1234/v1,
reasoning_arms__grimgar03__qwen__qwen3-14b.json,historical_only,reasoning_arms,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,because,400,219,54.8,ok,True,33ceeccd,8588.7,07-27 16:29,http://localhost:1234/v1,
reasoning_arms__grimgar03__qwen__qwen3-14b.json,historical_only,reasoning_arms,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,scaffold,400,210,52.5,ok,True,33ceeccd,8588.7,07-27 16:29,http://localhost:1234/v1,
reasoning_arms__grimgar03__qwen__qwen3-14b.json,historical_only,reasoning_arms,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,scaffold_thinking,400,226,56.5,ok,True,33ceeccd,8588.7,07-27 16:29,http://localhost:1234/v1,
reasoning_arms__grimgar03__qwen__qwen3-14b.json,historical_only,reasoning_arms,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,thinking,400,265,66.2,ok,True,33ceeccd,8588.7,07-27 16:29,http://localhost:1234/v1,
reasoning_arms__grimgar03__qwen__qwen3-32b__thunder-a6000-loopback.json,exploratory,reasoning_arms,grimgar03,qwen/qwen3-32b,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,baseline,400,269,67.2,ok,False,,21565.9,07-28 05:45,http://127.0.0.1:1234/v1,
reasoning_arms__grimgar03__qwen__qwen3-32b__thunder-a6000-loopback.json,exploratory,reasoning_arms,grimgar03,qwen/qwen3-32b,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,because,400,270,67.5,ok,False,,21565.9,07-28 05:45,http://127.0.0.1:1234/v1,
reasoning_arms__grimgar03__qwen__qwen3-32b__thunder-a6000-loopback.json,exploratory,reasoning_arms,grimgar03,qwen/qwen3-32b,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,scaffold,400,231,57.8,ok,False,,21565.9,07-28 05:45,http://127.0.0.1:1234/v1,
reasoning_arms__grimgar03__qwen__qwen3-32b__thunder-a6000-loopback.json,exploratory,reasoning_arms,grimgar03,qwen/qwen3-32b,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,scaffold_thinking,400,274,68.5,ok,False,,21565.9,07-28 05:45,http://127.0.0.1:1234/v1,
reasoning_arms__grimgar03__qwen__qwen3-32b__thunder-a6000-loopback.json,exploratory,reasoning_arms,grimgar03,qwen/qwen3-32b,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,thinking,400,289,72.2,ok,False,,21565.9,07-28 05:45,http://127.0.0.1:1234/v1,
reasoning_arms__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,reasoning_arms,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,baseline,99,61,61.6,ok,False,eff60648,8280.2,07-29 11:42,http://127.0.0.1:8090/v1,
reasoning_arms__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,reasoning_arms,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,because,99,62,62.6,ok,False,eff60648,8280.2,07-29 11:42,http://127.0.0.1:8090/v1,
reasoning_arms__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,reasoning_arms,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,scaffold,99,56,56.6,ok,False,eff60648,8280.2,07-29 11:42,http://127.0.0.1:8090/v1,
reasoning_arms__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,reasoning_arms,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,scaffold_thinking,99,68,68.7,ok,False,eff60648,8280.2,07-29 11:42,http://127.0.0.1:8090/v1,
reasoning_arms__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,reasoning_arms,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,thinking,99,68,68.7,ok,False,eff60648,8280.2,07-29 11:42,http://127.0.0.1:8090/v1,
reasoning_arms__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,reasoning_arms,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,baseline,162,70,43.2,ok,False,eff60648,12654.2,07-29 15:13,http://127.0.0.1:8090/v1,
